주성분코드_9,ATC코드,주성분명,주성분코드_5
146530ASY,A02AA,Magnesium compounds,1465A
171431AGN,A02AD04,hydrotalcite,1714A
227601ATB,A02AD01,ordinary salt combinations,2276A
113201ATB,A07FA01,lactic acid producing organisms,1132A
113230AGN,A07FA01,lactic acid producing organisms,1132A
113232AGN,A07FA01,lactic acid producing organisms,1132A
117401ATB,A07FA01,lactic acid producing organisms,1174A
146402AGN,A07BC05,diosmectite,1464A
146431ASY,A07BC05,diosmectite,1464A
146432ASY,A07BC05,diosmectite,1464A
164430AGN,A09AA04,tilactase,1644A
180501ATB,A07FA01,lactic acid producing organisms,1805A
180505ATB,A07FA01,lactic acid producing organisms,1805A
180533AGN,A07FA01,lactic acid producing organisms,1805A
180530AGN,A07FA01,lactic acid producing organisms,1805A
185102ATB,A07DA03,loperamide,1851A
225401ATB,A07FA02,saccharomyces boulardii,2254A
225401AGN,A07FA02,saccharomyces boulardii,2254A
225402ATB,A07FA02,saccharomyces boulardii,2254A
225403ATB,A07FA02,saccharomyces boulardii,2254A
231831AGN,A07FA01,lactic acid producing organisms,2318A
231832AGN,A07FA01,lactic acid producing organisms,2318A
231833AGN,A07FA01,lactic acid producing organisms,2318A
457003ATB,A07BB,Bismuth preparations,4570A
461101ATB,A07FA01,lactic acid producing organisms,4611A
473530AGN,A07FA01,lactic acid producing organisms,4735A
473531AGN,A07FA01,lactic acid producing organisms,4735A
473532AGN,A07FA01,lactic acid producing organisms,4735A
214631AGN,A06AC01,ispaghula (psylla seeds),2146A
214632AGN,A06AC01,ispaghula (psylla seeds),2146A
221002AGN,A06AC01,ispaghula (psylla seeds),2210A
387402ATB,A06AB08,sodium picosulfate,3874A
499801ATB,A06AC06,methylcellulose,4998A
536600ALQ,A06AD17,sodium phosphate,5366A
536700ALQ,A06AD17,sodium phosphate,5367A
118801ATB,A03FA04,bromopride,1188A
135030ATB,A03FA06,clebopride,1350A
146101ATB,A03AX13,silicones,1461A
148430ALQ,A03FA03,domperidone,1484A
148431AGN,A03FA03,domperidone,1484A
148433AGN,A03FA03,domperidone,1484A
148432ASY,A03FA03,domperidone,1484A
188202ATB,A03AA04,mebeverine,1882A
190809ATR,A07EC02,mesalazine,1908A
193708ATR,A03FA01,metoclopramide,1937A
227730ASY,A03AX13,silicones,2277A
227731ASY,A03AX13,silicones,2277A
227734ASY,A03AX13,silicones,2277A
244331ASY,A03AA05,trimebutine,2443A
294300ATB,A03AX58,"alverine, combinations",2943A
294400ATB,A03FA,Propulsives,2944A
421001ATB,A03FA,Propulsives,4210A
421002AGN,A03FA,Propulsives,4210A
461700ATB,A09AA,Enzyme preparations,4617A
141401AGN,H01BA02,desmopressin,1414A
141404AGN,H01BA02,desmopressin,1414A
471503ATB,H03BB01,carbimazole,4715A
296900ATB,H02BX,"Corticosteroids for systemic use, combinations",2969A
236301ATB,G03BA03,testosterone,2363A
131402ATR,G03DB06,chlormadinone,1314A
140301ATB,G03XA01,danazol,1403A
155501ATB,G03CA07,estrone,1555A
155502ATB,G03CA07,estrone,1555A
188904ATB,G03DA02,medroxyprogesterone,1889A
297000ATB,G03FA01,norethisterone and estrogen,2970A
297100ATB,G03FA01,norethisterone and estrogen,2971A
297600ATB,G03FB06,medroxyprogesterone and estrogen,2976A
433900ATB,G03FA12,medroxyprogesterone and estrogen,4339A
434000ATB,G03FA12,medroxyprogesterone and estrogen,4340A
434100ATB,G03FA12,medroxyprogesterone and estrogen,4341A
507600ATB,G03FA01,norethisterone and estrogen,5076A
615802ATB,G03AD02,ulipristal,6158A
192901ATB,G02AB01,methylergometrine,1929A
221101ATB,G04CX01,Prunus africanae cortex ,2211A
224303ATR,G02CA01,ritodrine,2243A
234602ATR,G04CA02,tamsulosin,2346A
245503ATB,G04BD09,trospium,2455A
357101ATB,G04BD07,tolterodine,3571A
357102ATR,G04BD07,tolterodine,3571A
504203ATB,G04CA04,silodosin,5042A
505802ATD,G04BX,Other urologicals,5058A
121401ATB,A11CC06,calcifediol,1214A
121402ATB,A11CC06,calcifediol,1214A
121601ATB,A11CC04,calcitriol,1216A
178701ATB,D10BA01,isotretinoin,1787A
624001ATB,D11AH04,alitretinoin,6240A
624002ATB,D11AH04,alitretinoin,6240A
110404ATB,A11GA01,ascorbic acid (vit C),1104A
207601ATB,A12AA,Calcium,2076A
387900ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",3879A
409100ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",4091A
462800ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",4628A
503500ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",5035A
504400ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",5044A
521900ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",5219A
634000ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",6340A
158630ALQ,B03AB05,ferric oxide polymaltose complexes,1586A
158633ALQ,B03AB05,ferric oxide polymaltose complexes,1586A
158635ALQ,B03AB05,ferric oxide polymaltose complexes,1586A
158636ALQ,B03AB05,ferric oxide polymaltose complexes,1586A
158637ALQ,B03AB05,ferric oxide polymaltose complexes,1586A
177602ATB,B03AB09,ferric proteinsuccinylate,1776A
177630ALQ,B03AB09,ferric proteinsuccinylate,1776A
215001ATB,B03AB,"Iron trivalent, oral preparations",2150A
215003ATB,B03AB,"Iron trivalent, oral preparations",2150A
215002ASY,B03AB,"Iron trivalent, oral preparations",2150A
228902ATB,B03AB,"Iron trivalent, oral preparations",2289A
228931ALQ,B03AB,"Iron trivalent, oral preparations",2289A
303300ATB,B03AD04,ferric oxide polymaltose complexes,3033A
367602ATB,B03A,IRON PREPARATIONS,3676A
379302ATB,B03AB08,ferric acetyl transferrin,3793A
417230ASY,B03AB,"Iron trivalent, oral preparations",4172A
529500ASY,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",5295A
533800ALQ,A07CA,Oral rehydration salt formulations,5338A
533900AGN,A07CA,Oral rehydration salt formulations,5339A
117702ATB,A05BA,Liver therapy,1177A
123901ATB,A05BA03,silymarin,1239A
123903ATB,A05BA03,silymarin,1239A
123904ATB,A05BA03,silymarin,1239A
123907ATB,A05BA03,silymarin,1239A
123908ATB,A05BA03,silymarin,1239A
123931ASY,A05BA03,silymarin,1239A
180930ASY,J05AF05,lamivudine,1809A
187702ATB,A05BA,Liver therapy,1877A
448000ATB,A05BA,Liver therapy,4480A
487801ATB,J05AF12,clevudine,4878A
182501ATB,V03AF03,calcium folinate,1825A
480101ATB,V03AB,Antidotes,4801A
486001AGN,V03AC03,deferasirox,4860A
486002AGN,V03AC03,deferasirox,4860A
486003AGN,V03AC03,deferasirox,4860A
486009AGN,V03AC03,deferasirox,4860A
486008ASY,V03AC03,deferasirox,4860A
486011ASY,V03AC03,deferasirox,4860A
512001ATB,A16AX05,zinc acetate,5120A
451201ATE,M09AB,Enzymes,4512A
451202ATE,M09AB,Enzymes,4512A
249001ATD,A10BF03,voglibose,2490A
249002ATD,A10BF03,voglibose,2490A
406201ATB,A10BF02,miglitol,4062A
471900ATB,A10BD02,metformin and sulfonylureas,4719A
518800ATB,A10BD,Combinations of oral blood glucose lowering drugs,5188A
523600ATB,A10BD,Combinations of oral blood glucose lowering drugs,5236A
523700ATB,A10BD,Combinations of oral blood glucose lowering drugs,5237A
624201ATB,A10BH04,alogliptin,6242A
630300ATB,A10BD09,pioglitazone and alogliptin,6303A
630400ATB,A10BD09,pioglitazone and alogliptin,6304A
631900ATB,A10BD,Combinations of oral blood glucose lowering drugs,6319A
632100ATB,A10BD14,metformin and repaglinide,6321A
637200ATB,A10BD14,metformin and repaglinide,6372A
644900ATB,A10BX03,nateglinide,6449A
142801ATB,M01AX21,diacerein,1428A
142802ATB,M01AX21,diacerein,1428A
180831ASY,A06AD11,lactulose,1808A
180832ASY,A06AD11,lactulose,1808A
180834ASY,A06AD11,lactulose,1808A
180835ASY,A06AD11,lactulose,1808A
207901ATB,M05BA03,pamidronic acid,2079A
228302ATB,M05BA04,alendronic acid,2283A
379601ATE,A16AA02,ademetionine,3796A
442301ATB,M05BA07,risedronic acid,4423A
442303ATB,M05BA07,risedronic acid,4423A
505901ATB,A16AX06,miglustat,5059A
646601ATB,A16AX10,eliglustat,6466A
100102ATB,L03AX,Other immunostimulants,1001A
100130ALQ,L03AX,Other immunostimulants,1001A
130901ATB,L01AA02,chlorambucil,1309A
149301ATB,L01BC,Pyrimidine analogues,1493A
149302ATB,L01BC,Pyrimidine analogues,1493A
157102ATB,L01CB01,etoposide,1571A
189330ASY,L02AB01,megestrol,1893A
189331ASY,L02AB01,megestrol,1893A
189333ASY,L02AB01,megestrol,1893A
189334ASY,L02AB01,megestrol,1893A
189335ASY,L02AB01,megestrol,1893A
215301ATB,L03AX,Other immunostimulants,2153A
215330AGN,L03AX,Other immunostimulants,2153A
242101ATB,L02BA02,toremifene,2421A
309600AGN,L01BC53,"tegafur, combinations",3096A
309700ATB,L01BC53,"tegafur, combinations",3097A
358202ATB,L01AX03,temozolomide,3582A
358203ATB,L01AX03,temozolomide,3582A
364100AGN,L01BC53,"tegafur, combinations",3641A
388501ATB,L01XX,Other antineoplastic agents,3885A
388502ATB,L01XX,Other antineoplastic agents,3885A
412701ATB,L01XE01,imatinib,4127A
412702ATB,L01XE01,imatinib,4127A
412703ATB,L01XE01,imatinib,4127A
477401ATB,L01XE03,erlotinib,4774A
477402ATB,L01XE03,erlotinib,4774A
477403ATB,L01XE03,erlotinib,4774A
485701ATB,L04AX02,thalidomide,4857A
485702ATB,L04AX02,thalidomide,4857A
493303ATB,L01XE06,dasatinib,4933A
624101ATB,L01XE12,vandetanib,6241A
624102ATB,L01XE12,vandetanib,6241A
652401ATB,L01XE40,olmutinib ,6524A
652402ATB,L01XE40,olmutinib ,6524A
104004ATB,C05CX03,Hippocastani semen,1040A
182701ATB,L03AX,Other immunostimulants,1827A
238430ASY,L03AX,Other immunostimulants,2384A
238431ASY,L03AX,Other immunostimulants,2384A
243001ATB,L01XX14,tretinoin,2430A
348101ATB,L01XX35,anagrelide,3481A
368603ATB,V10XA01,sodium iodide (131I),3686A
368605ATB,V10XA01,sodium iodide (131I),3686A
368607ATB,V10XA01,sodium iodide (131I),3686A
368609ATB,V10XA01,sodium iodide (131I),3686A
368610ATB,V10XA01,sodium iodide (131I),3686A
368611ATB,V10XA01,sodium iodide (131I),3686A
368612ATB,V10XA01,sodium iodide (131I),3686A
368613ATB,V10XA01,sodium iodide (131I),3686A
368614ATB,V10XA01,sodium iodide (131I),3686A
368615ATB,V10XA01,sodium iodide (131I),3686A
368617ATB,V10XA01,sodium iodide (131I),3686A
368619ATB,V10XA01,sodium iodide (131I),3686A
368621ATB,V10XA01,sodium iodide (131I),3686A
368622ATB,V10XA01,sodium iodide (131I),3686A
368625ATB,V10XA01,sodium iodide (131I),3686A
368627ATB,V10XA01,sodium iodide (131I),3686A
368629ATB,V10XA01,sodium iodide (131I),3686A
368630ATB,V10XA01,sodium iodide (131I),3686A
368631ATB,V10XA01,sodium iodide (131I),3686A
368632ATB,V10XA01,sodium iodide (131I),3686A
368633ATB,V10XA01,sodium iodide (131I),3686A
368634ATB,V10XA01,sodium iodide (131I),3686A
368635ATB,V10XA01,sodium iodide (131I),3686A
368636ATB,V10XA01,sodium iodide (131I),3686A
368639ATB,V10XA01,sodium iodide (131I),3686A
164133ASY,J01XC01,fusidic acid,1641A
184203ATB,J01FF02,lincomycin,1842A
638801ATB,J01XX11,tedizolid,6388A
128602ATB,J01DD14,ceftibuten,1286A
128630ASY,J01DD14,ceftibuten,1286A
489200ATB,J04AM05,"rifampicin, pyrazinamide and isoniazid",4892A
112705ATB,J01FA10,azithromycin,1127A
153531ASY,J01FA01,erythromycin,1535A
153532ASY,J01FA01,erythromycin,1535A
154001ATB,J01FA01,erythromycin,1540A
225302ATB,J01FA06,roxithromycin,2253A
225330AGN,J01FA06,roxithromycin,2253A
225331AGN,J01FA06,roxithromycin,2253A
225333AGN,J01FA06,roxithromycin,2253A
225334AGN,J01FA06,roxithromycin,2253A
225336AGN,J01FA06,roxithromycin,2253A
225337AGN,J01FA06,roxithromycin,2253A
207403ATB,J01AA06,oxytetracycline,2074A
108101ATB,J01CA04,amoxicillin,1081A
108103ATB,J01CA04,amoxicillin,1081A
113101ATB,J01CA06,bacampicillin,1131A
125201ATB,J01DC04,cefaclor,1252A
125232ASY,J01DC04,cefaclor,1252A
125233ASY,J01DC04,cefaclor,1252A
125234ASY,J01DC04,cefaclor,1252A
125236ASY,J01DC04,cefaclor,1252A
125239ASY,J01DC04,cefaclor,1252A
125302ATB,J01DB05,cefadroxil,1253A
125304ATB,J01DB05,cefadroxil,1253A
125330ASY,J01DB05,cefadroxil,1253A
125331ASY,J01DB05,cefadroxil,1253A
125601ATB,J01DB07,cefatrizine,1256A
125630ASY,J01DB07,cefatrizine,1256A
125901ATB,J01DD15,cefdinir,1259A
125930AGN,J01DD15,cefdinir,1259A
125932AGN,J01DD15,cefdinir,1259A
126030AGN,J01DD16,cefditoren,1260A
126201ATB,J01DD10,cefetamet,1262A
126301ATB,J01DD08,cefixime,1263A
126330AGN,J01DD08,cefixime,1263A
126331AGN,J01DD08,cefixime,1263A
126332AGN,J01DD08,cefixime,1263A
126333AGN,J01DD08,cefixime,1263A
128401ATB,J01DD,Third-generation cephalosporins,1284A
128430AGN,J01DD,Third-generation cephalosporins,1284A
128932ASY,J01DC02,cefuroxime,1289A
129402ATB,J01DB01,cefalexin,1294A
130101ATB,J01DB09,cefradine,1301A
130105ATB,J01DB09,cefradine,1301A
130130ASY,J01DB09,cefradine,1301A
130138ASY,J01DB09,cefradine,1301A
130139ASY,J01DB09,cefradine,1301A
310600ATB,J01CR02,amoxicillin and enzyme inhibitor,3106A
310700ATB,J01CR02,amoxicillin and enzyme inhibitor,3107A
380000ATB,J01CR02,amoxicillin and enzyme inhibitor,3800A
440100ATB,J01CR02,amoxicillin and enzyme inhibitor,4401A
462000ATB,J01CR02,amoxicillin and enzyme inhibitor,4620A
467200ATB,J01CR02,amoxicillin and enzyme inhibitor,4672A
467300ATB,J01CR02,amoxicillin and enzyme inhibitor,4673A
467400ATB,J01CR02,amoxicillin and enzyme inhibitor,4674A
467600ATB,J01CR02,amoxicillin and enzyme inhibitor,4676A
474431AGN,J01DD17,cefcapene,4744A
534100ASY,J01CR02,amoxicillin and enzyme inhibitor,5341A
534300ASY,J01CR02,amoxicillin and enzyme inhibitor,5343A
534400ASY,J01CR02,amoxicillin and enzyme inhibitor,5344A
534500ASY,J01CR02,amoxicillin and enzyme inhibitor,5345A
534700ASY,J01CR02,amoxicillin and enzyme inhibitor,5347A
534900ASY,J01CR02,amoxicillin and enzyme inhibitor,5349A
535000ASY,J01CR02,amoxicillin and enzyme inhibitor,5350A
535100ASY,J01CR02,amoxicillin and enzyme inhibitor,5351A
535200ASY,J01CR02,amoxicillin and enzyme inhibitor,5352A
535300ASY,J01CR02,amoxicillin and enzyme inhibitor,5353A
535400ASY,J01CR02,amoxicillin and enzyme inhibitor,5354A
535500ASY,J01CR02,amoxicillin and enzyme inhibitor,5355A
536100ASY,J01CR02,amoxicillin and enzyme inhibitor,5361A
536200ASY,J01CR02,amoxicillin and enzyme inhibitor,5362A
536300ASY,J01CR02,amoxicillin and enzyme inhibitor,5363A
647300ASY,J01CR02,amoxicillin and enzyme inhibitor,6473A
134933ASY,J01FA09,clarithromycin,1349A
134934ASY,J01FA09,clarithromycin,1349A
134942ASY,J01FA09,clarithromycin,1349A
134936ASY,J01FA09,clarithromycin,1349A
134939ASY,J01FA09,clarithromycin,1349A
134940ASY,J01FA09,clarithromycin,1349A
536400ASY,J01EE01,sulfamethoxazole and trimethoprim,5364A
208131AGN,J04AA01,4-aminosalicylic acid,2081A
140502ATB,J04BA02,dapsone,1405A
102944ASY,J05AB01,aciclovir,1029A
102938ASY,J05AB01,aciclovir,1029A
134105ATR,J01MA02,ciprofloxacin,1341A
134108ATR,J01MA02,ciprofloxacin,1341A
134109ATB,J01MA02,ciprofloxacin,1341A
143802ATR,J05AF02,didanosine,1438A
143803ATR,J05AF02,didanosine,1438A
143804ATR,J05AF02,didanosine,1438A
143805ATR,J05AF02,didanosine,1438A
174601ATB,J05AE02,indinavir ,1746A
174603ATB,J05AE02,indinavir ,1746A
179104ATB,J02AC02,itraconazole,1791A
200101ATB,J05AE04,nelfinavir,2001A
203301ATB,J01MA06,norfloxacin,2033A
203302ATB,J01MA06,norfloxacin,2033A
203303ATB,J01MA06,norfloxacin,2033A
223604ATB,J05AB04,ribavirin,2236A
224430ALQ,J05AE03,ritonavir,2244A
246702ATB,J05AB11,valaciclovir,2467A
248100ATB,J05AR08,"emtricitabine, tenofovir disoproxil and rilpivirine",2481A
250201ATB,J05AF01,zidovudine,2502A
358901ATB,J05AH02,oseltamivir,3589A
358902ATB,J05AH02,oseltamivir,3589A
358903ATB,J05AH02,oseltamivir,3589A
358907ATB,J05AH02,oseltamivir,3589A
358907ASY,J05AH02,oseltamivir,3589A
358908ASY,J05AH02,oseltamivir,3589A
358909ASY,J05AH02,oseltamivir,3589A
458502ATB,J05AE08,atazanavir,4585A
623400ATB,J05AR09,"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",6234A
638001ATB,J05AE15,asunaprevir,6380A
638101ATB,J05AX14,daclatasvir,6381A
646904ASY,J05AH02,oseltamivir,6469A
658600ATB,J05AX67,"ombitasvir, paritaprevir and ritonavir",6586A
658701ATB,J05AX16,dasabuvir,6587A
171602ATB,P01BA01,chloroquine,1716A
226301ATB,P01AB07,secnidazole,2263A
113934ASY,V08BA01,barium sulfate with suspending agents,1139A
113939ASY,V08BA01,barium sulfate with suspending agents,1139A
113941AGN,V08BA02,barium sulfate without suspending agents,1139A
113947AGN,V08BA02,barium sulfate without suspending agents,1139A
113946AGN,V08BA02,barium sulfate without suspending agents,1139A
113943AGN,V08BA02,barium sulfate without suspending agents,1139A
113940ASY,V08BA01,barium sulfate with suspending agents,1139A
113942ASY,V08BA01,barium sulfate with suspending agents,1139A
113944ASY,V08BA01,barium sulfate with suspending agents,1139A
113932ASY,V08BA01,barium sulfate with suspending agents,1139A
113930ASY,V08BA01,barium sulfate with suspending agents,1139A
113933ASY,V08BA01,barium sulfate with suspending agents,1139A
312200ALQ,A06AD19,magnesium citrate,3122A
312200AGN,A06AD,Osmotically acting laxatives,3122A
312800AGN,A06AD65,"macrogol, combinations",3128A
312900AGN,A06AD65,"macrogol, combinations",3129A
470600AGN,A06AD65,"macrogol, combinations",4706A
470700AGN,A06AD65,"macrogol, combinations",4707A
616300AGN,A06AD65,"macrogol, combinations",6163A
630800AGN,A06AB58,"sodium picosulfate, combinations",6308A
634700AGN,A06AD,Osmotically acting laxatives,6347A
102730ASY,A07BA01,medicinal charcoal,1027A
313400ATB,N02AA59,"codeine, combinations excl. psycholeptics",3134A
441103ATB,N02AA03,hydromorphone,4411A
441109ATR,N02AA03,hydromorphone,4411A
158316ATL,N02AB03,fentanyl,1583A
359008ATR,N02AA05,oxycodone,3590A
380500ATB,N02AA55,"oxycodone, combinations",3805A
628403ATR,N02AX06,tapentadol,6284A
219837BIJ,N01AX10,propofol,2198B
146831BIJ,N03AB02,phenytoin,1468B
110902BIJ,N02BA01,acetylsalicylic acid,1109B
120230BIJ,N02AE01,buprenorphine,1202B
171530BIJ,N07XX,Other nervous system drugs,1715B
171531BIJ,N07XX,Other nervous system drugs,1715B
198931BIJ,N02AF02,nalbuphine,1989B
210530BIJ,N02AD01,pentazocine,2105B
214031BIJ,M02AA07,piroxicam,2140B
214131BIJ,M01AC01,piroxicam,2141B
429130BIJ,L03AX13,glatiramer acetate,4291B
558902BIJ,L04AA34,alemtuzumab,5589B
183932BIJ,N01BB02,lidocaine,1839B
183931BIJ,N01BB02,lidocaine,1839B
225032BIJ,N01BB09,ropivacaine,2250B
236501BIJ,N01BA03,tetracaine,2365B
313800BIJ,N01BB51,"bupivacaine, combinations",3138B
430630BIJ,N01BB10,levobupivacaine,4306B
430631BIJ,N01BB10,levobupivacaine,4306B
430632BIJ,N01BB10,levobupivacaine,4306B
164530BIJ,M03AC02,gallamine,1645B
205230BIJ,M03BC01,orphenadrine (citrate),2052B
234002BIJ,M03AB01,suxamethonium,2340B
234003BIJ,M03AB01,suxamethonium,2340B
234031BIJ,M03AB01,suxamethonium,2340B
241730BIJ,M03BX04,tolperisone,2417B
530026BIJ,S01KA01,hyaluronic acid,5300B
530028BIJ,S01KA01,hyaluronic acid,5300B
530030BIJ,S01KA01,hyaluronic acid,5300B
530035BIJ,S01KA01,hyaluronic acid,5300B
530036BIJ,S01KA01,hyaluronic acid,5300B
530038BIJ,S01KA01,hyaluronic acid,5300B
530040BIJ,S01KA01,hyaluronic acid,5300B
530043BIJ,S01KA01,hyaluronic acid,5300B
530047BIJ,S01KA01,hyaluronic acid,5300B
530097BIJ,S01KA01,hyaluronic acid,5300B
530098BIJ,S01KA01,hyaluronic acid,5300B
530033BIJ,S01KA01,hyaluronic acid,5300B
530044BIJ,S01KA01,hyaluronic acid,5300B
131830BIJ,R06AB54,"chlorphenamine, combinations",1318B
213330BIJ,R06AA07,diphenylpyraline,2133B
644601BIJ,L04AC10,secukinumab,6446B
399700BIJ,C01CA07,dobutamine,3997B
159330BIJ,C01BC04,flecainide,1593B
178431BIJ,C01DA08,isosorbide dinitrate,1784B
202635BIJ,C01DA02,glyceryl trinitrate,2026B
134630BIJ,N06BX06,citicoline,1346B
148730BIJ,C01CA04,dopamine,1487B
165330BIJ,N06DX02,Ginkgo folium,1653B
246401BIJ,B01AD04,urokinase,2464B
246405BIJ,B01AD04,urokinase,2464B
246406BIJ,B01AD04,urokinase,2464B
359531BIJ,B01AC,Platelet aggregation inhibitors excl. heparin,3595B
445700BIJ,C01CA04,dopamine,4457B
149030BIJ,R07AB01,doxapram,1490B
101835BIJ,R05CB01,acetylcysteine,1018B
118630BIJ,R05CB02,bromhexine,1186B
204501BIJ,A02BC01,omeprazole,2045B
490032BIJ,A04AA05,palonosetron,4900B
348438BIJ,H01AC01,somatropin,3484B
225730BIJ,H05BA01,calcitonin (salmon synthetic),2257B
142030BIJ,H02AB02,dexamethasone,1420B
142233BIJ,H02AB02,dexamethasone,1422B
171201BIJ,H02AB09,hydrocortisone,1712B
171202BIJ,H02AB09,hydrocortisone,1712B
193530BIJ,H02AB04,methylprednisolone,1935B
193531BIJ,H02AB04,methylprednisolone,1935B
203130BIJ,C01CA03,norepinephrine,2031B
217302BIJ,H02AB06,prednisolone,2173B
154305BIJ,B03XA01,erythropoietin,1543B
154308BIJ,B03XA01,erythropoietin,1543B
154303BIJ,B03XA01,erythropoietin,1543B
154306BIJ,B03XA01,erythropoietin,1543B
154309BIJ,B03XA01,erythropoietin,1543B
154301BIJ,B03XA01,erythropoietin,1543B
154302BIJ,B03XA01,erythropoietin,1543B
162830BIJ,G03GA06,follitropin beta,1628B
500335BIJ,B03XA01,erythropoietin,5003B
504301BIJ,B03XA03,methoxy polyethylene glycol-epoetin beta,5043B
624304BIJ,H01CB05,pasireotide,6243B
624305BIJ,H01CB05,pasireotide,6243B
624306BIJ,H01CB05,pasireotide,6243B
430730BIJ,H05BX02,paricalcitol,4307B
430732BIJ,H05BX02,paricalcitol,4307B
137630BIJ,B03BA04,cobamamide,1376B
110432BIJ,A11GA01,ascorbic acid (vit C),1104B
110435BIJ,A11GA01,ascorbic acid (vit C),1104B
316900BIJ,A11BA,"Multivitamins, plain",3169B
122202BIJ,A12AA03,calcium gluconate,1222B
177530BIJ,B03AC,"Iron, parenteral preparations",1775B
142701BIJ,B05BA03,carbohydrates,1427B
142716BIJ,B05BA03,carbohydrates,1427B
142731BIJ,B05BA03,carbohydrates,1427B
142729BIJ,B05BA03,carbohydrates,1427B
142707BIJ,B05BA03,carbohydrates,1427B
142727BIJ,B05BA03,carbohydrates,1427B
148009BIJ,B05BC01,mannitol,1480B
148007BIJ,B05BC01,mannitol,1480B
107161BIJ,B05BA01,amino acids,1071B
107163BIJ,B05BA01,amino acids,1071B
107165BIJ,B05BA01,amino acids,1071B
107167BIJ,B05BA01,amino acids,1071B
107137BIJ,B05BA01,amino acids,1071B
107150BIJ,B05BA01,amino acids,1071B
107151BIJ,B05BA01,amino acids,1071B
416200BIJ,B05BA10,combinations,4162B
418500BIJ,B05BA10,combinations,4185B
428000BIJ,B05BA10,combinations,4280B
470400BIJ,B05BA10,combinations,4704B
482400BIJ,B05BA10,combinations,4824B
488100BIJ,B05BA10,combinations,4881B
497800BIJ,B05BA10,combinations,4978B
653400BIJ,B05BA10,combinations,6534B
653500BIJ,B05BA10,combinations,6535B
801500BIJ,B05BA10,combinations,8015B
318100BIJ,A05BA,Liver therapy,3181B
230501BIJ,B05BA02,fat emulsions,2305B
318200BIJ,B05BA02,fat emulsions,3182B
318300BIJ,B05BA02,fat emulsions,3183B
318400BIJ,B05BA02,fat emulsions,3184B
362500BIJ,B05BA02,fat emulsions,3625B
514200BIJ,B05BA02,fat emulsions,5142B
612500BIJ,B05BA02,fat emulsions,6125B
228736BIJ,B05XA03,sodium chloride,2287B
318600BIJ,B05AA05,dextran,3186B
318700BIJ,B05AA05,dextran,3187B
319100BIJ,B05BB02,electrolytes with carbohydrates,3191B
349100BIJ,B05BB02,electrolytes with carbohydrates,3491B
490800BIJ,B05BB02,electrolytes with carbohydrates,4908B
490900BIJ,B05BB02,electrolytes with carbohydrates,4909B
491000BIJ,B05BB02,electrolytes with carbohydrates,4910B
491100BIJ,B05BB02,electrolytes with carbohydrates,4911B
491200BIJ,B05BB02,electrolytes with carbohydrates,4912B
491300BIJ,B05BB02,electrolytes with carbohydrates,4913B
491400BIJ,B05BB02,electrolytes with carbohydrates,4914B
491500BIJ,B05BB02,electrolytes with carbohydrates,4915B
491800BIJ,B05BB02,electrolytes with carbohydrates,4918B
491900BIJ,B05BB02,electrolytes with carbohydrates,4919B
492000BIJ,B05BB02,electrolytes with carbohydrates,4920B
492100BIJ,B05BB02,electrolytes with carbohydrates,4921B
492200BIJ,B05BB02,electrolytes with carbohydrates,4922B
492700BIJ,B05BB02,electrolytes with carbohydrates,4927B
494800BIJ,B05BB02,electrolytes with carbohydrates,4948B
496000BIJ,B05BB02,electrolytes with carbohydrates,4960B
496100BIJ,B05BB02,electrolytes with carbohydrates,4961B
496400BIJ,B05BB01,electrolytes,4964B
496500BIJ,B05BB01,electrolytes,4965B
496600BIJ,B05BB01,electrolytes,4966B
242532BIJ,B02AA02,tranexamic acid,2425B
251030BIJ,B02AA03,aminomethylbenzoic acid,2510B
198431BIJ,B01AB06,nadroparin,1984B
320800BIJ,B05XA30,combinations of electrolytes,3208B
362800BIJ,B05XA30,combinations of electrolytes,3628B
465300BIJ,B05AA07,hydroxyethylstarch,4653B
615402BIJ,B02BX04,romiplostim,6154B
650900BIJ,B05BB02,electrolytes with carbohydrates,6509B
228514BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
228515BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
228517BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
228522BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
228527BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
228530BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
228531BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
228534BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
228503BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
228511BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
228524BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
