주성분코드,ATC코드,주성분명
358203ACH,L01AX03,temozolomide
358204ACH,L01AX03,temozolomide
358401ATB,L02BG06,exemestane
412701ATB,L01EA01,imatinib
412702ATB,L01EA01,imatinib
412703ATB,L01EA01,imatinib
412704ATB,L01EA01,imatinib
452400ACH,L01BC53,"tegafur, combinations"
452500ACH,L01BC53,"tegafur, combinations"
453001ATB,L01EB01,gefitinib
477401ATB,L01EB02,erlotinib
477402ATB,L01EB02,erlotinib
477403ATB,L01EB02,erlotinib
484303ATB,L01BC07,azacitidine
484304ATB,L01BC07,azacitidine
485605ATB,L01EG02,everolimus
485606ATB,L01EG02,everolimus
485607ATB,L01EG02,everolimus
485701ACH,L04AX02,thalidomide
485702ACH,L04AX02,thalidomide
487701ACH,L01EX01,sunitinib
487702ACH,L01EX01,sunitinib
487703ACH,L01EX01,sunitinib
488001ATB,L01EX02,sorafenib
493301ATB,L01EA02,dasatinib
493302ATB,L01EA02,dasatinib
493304ATB,L01EA02,dasatinib
493305ATB,L01EA02,dasatinib
507501ATB,L01EH01,lapatinib
562601ACH,L01EA03,nilotinib
562602ACH,L01EA03,nilotinib
588201ACH,L04AX04,lenalidomide
588201ATB,L04AX04,lenalidomide
588202ACH,L04AX04,lenalidomide
588202ATB,L04AX04,lenalidomide
588203ACH,L04AX04,lenalidomide
588203ATB,L04AX04,lenalidomide
588204ACH,L04AX04,lenalidomide
588204ATB,L04AX04,lenalidomide
588205ACH,L04AX04,lenalidomide
588207ACH,L04AX04,lenalidomide
588207ATB,L04AX04,lenalidomide
611801ATB,L01EX03,pazopanib
611802ATB,L01EX03,pazopanib
617501ACH,L01ED01,crizotinib
617502ACH,L01ED01,crizotinib
617701ACH,L01EA,BCR-ABL tyrosine kinase inhibitors
617702ACH,L01EA,BCR-ABL tyrosine kinase inhibitors
620402ATB,L02BX03,abiraterone
620501ATB,L01EC01,vemurafenib
621001ATB,L01EK01,axitinib
621002ATB,L01EK01,axitinib
623001ATB,L01EJ01,ruxolitinib
623002ATB,L01EJ01,ruxolitinib
623003ATB,L01EJ01,ruxolitinib
623004ATB,L01EJ01,ruxolitinib
624101ATB,L01EX04,vandetanib
624102ATB,L01EX04,vandetanib
624801ATB,L01EX05,regorafenib
626101ATB,L01EB03,afatinib
626102ATB,L01EB03,afatinib
626103ATB,L01EB03,afatinib
627401ACS,L02BB04,enzalutamide
628001ACH,L04AX06,pomalidomide
628002ACH,L04AX06,pomalidomide
628003ACH,L04AX06,pomalidomide
628004ACH,L04AX06,pomalidomide
628101ACH,L01EL01,ibrutinib
634401ACH,L01ED02,ceritinib
643502ATB,L01XK01,olaparib
643503ATB,L01XK01,olaparib
645201ACH,L01EX08,lenvatinib
645202ACH,L01EX08,lenvatinib
645401ATB,L01EE01,trametinib
645402ATB,L01EE01,trametinib
652501ATB,L01EB04,osimertinib
652502ATB,L01EB04,osimertinib
655201ACH,L01EF01,palbociclib
655201ATB,L01EF01,palbociclib
655202ACH,L01EF01,palbociclib
655202ATB,L01EF01,palbociclib
655203ACH,L01EF01,palbociclib
655203ATB,L01EF01,palbociclib
656201ACH,L01ED03,alectinib
663101ACH,L01EC02,dabrafenib
663102ACH,L01EC02,dabrafenib
666401ATB,L01EX07,cabozantinib
666402ATB,L01EX07,cabozantinib
666403ATB,L01EX07,cabozantinib
669601ATB,L01EA05,ponatinib
669602ATB,L01EA05,ponatinib
675701ATB,L01ED04,brigatinib
675702ATB,L01ED04,brigatinib
675703ATB,L01ED04,brigatinib
678901ACH,L01XK02,niraparib
680601ATB,L01XX52,venetoclax
680602ATB,L01XX52,venetoclax
680603ATB,L01XX52,venetoclax
681401ACH,L01XG03,ixazomib
681402ACH,L01XG03,ixazomib
681403ACH,L01XG03,ixazomib
684201ATB,L01EF02,ribociclib
686601ATB,L01EF03,abemaciclib
686602ATB,L01EF03,abemaciclib
686603ATB,L01EF03,abemaciclib
687801ATB,L01EX13,gilteritinib
688601ACH,L01EX14,entrectinib
688602ACH,L01EX14,entrectinib
688903ALQ,L01EX12,larotrectinib
688904ALQ,L01EX12,larotrectinib
688901ACH,L01EX12,larotrectinib
688902ACH,L01EX12,larotrectinib
691601ATB,L01EB07,dacomitinib
691602ATB,L01EB07,dacomitinib
691603ATB,L01EB07,dacomitinib
695101ATB,L01EB09,lazertinib
699701ATB,L01ED05,lorlatinib
699702ATB,L01ED05,lorlatinib
702301ACH,L01EC03,encorafenib
707001ACH,L01EL03,zanubrutinib
708701ACH,L01EJ02,fedratinib
711601ATB,L01EA06,asciminib
711602ATB,L01EA06,asciminib
716001ATB,L02BB05,apalutamide
717701ATB,L01EA04,bosutinib
717702ATB,L01EA04,bosutinib
717703ATB,L01EA04,bosutinib
733101ATB,L01XX66,selinexor
733200ATB,L02BX53,abiraterone and prednisolone
243001ACS,L01XF01,tretinoin
348101ACH,L01XX35,anagrelide
348102ACH,L01XX35,anagrelide
697901ACH,L01EE04,selumetinib
697902ACH,L01EE04,selumetinib
368610ACH,V10XA01,sodium iodide (131I)
368612ACH,V10XA01,sodium iodide (131I)
368613ACH,V10XA01,sodium iodide (131I)
368614ACH,V10XA01,sodium iodide (131I)
368616ALQ,V09FX03,sodium iodide (131I)
368617ACH,V10XA01,sodium iodide (131I)
368621ACH,V10XA01,sodium iodide (131I)
368625ACH,V10XA01,sodium iodide (131I)
368627ACH,V10XA01,sodium iodide (131I)
368628ALQ,V09FX02,sodium iodide (123I)
368639ACH,V10XA01,sodium iodide (131I)
368641ACH,V10XA01,sodium iodide (131I)
368647ACH,V10XA01,sodium iodide (131I)
368656ACH,V10XA01,sodium iodide (131I)
184201ACH,J01FF02,lincomycin
184203ACH,J01FF02,lincomycin
229101ATB,J01XC01,fusidic acid
247201ACH,A07AA09,vancomycin
247202ACH,A07AA09,vancomycin
412901ATB,J01XX08,linezolid
412903ATB,J01XX08,linezolid
139101ACH,J04AB01,cycloserine
223901ACH,J04AB02,rifampicin
223902ACH,J04AB02,rifampicin
223902ATB,J04AB02,rifampicin
223903ATB,J04AB02,rifampicin
223904ATB,J04AB02,rifampicin
364401ACH,J04AB04,rifabutin
519500ATB,J04AM06,"rifampicin, pyrazinamide, ethambutol and isoniazid"
112732ASY,J01FA10,azithromycin
112733ASY,J01FA10,azithromycin
112701ATB,J01FA10,azithromycin
225332ASS,J01FA06,roxithromycin
225301ATB,J01FA06,roxithromycin
149501ACH,J01AA02,doxycycline
149501ATB,J01AA02,doxycycline
149502ATB,J01AA02,doxycycline
149701ACH,J01AA02,doxycycline
149701ATB,J01AA02,doxycycline
195903ACH,J01AA08,minocycline
236701ACH,J01AA07,tetracycline
108130ASY,J01CA04,amoxicillin
108101ACH,J01CA04,amoxicillin
108103ACH,J01CA04,amoxicillin
125235ASY,J01DC04,cefaclor
125237ASY,J01DC04,cefaclor
125238ASY,J01DC04,cefaclor
125201ACH,J01DC04,cefaclor
125204ATR,J01DC04,cefaclor
125333ASY,J01DB05,cefadroxil
125332ASY,J01DB05,cefadroxil
125334ASY,J01DB05,cefadroxil
125304ACH,J01DB05,cefadroxil
125931AGN,J01DD15,cefdinir
125901ACH,J01DD15,cefdinir
126031AGN,J01DD16,cefditoren
126032AGN,J01DD16,cefditoren
126001ATB,J01DD16,cefditoren
126334APD,J01DD08,cefixime
126301ACH,J01DD08,cefixime
127930ASY,J01DD13,cefpodoxime
127931ASY,J01DD13,cefpodoxime
127932ASY,J01DD13,cefpodoxime
127901ATB,J01DD13,cefpodoxime
128030ASY,J01DC10,cefprozil
128032ASY,J01DC10,cefprozil
128001ATB,J01DC10,cefprozil
128101ACH,J01DB11,cefroxadine
128931ASY,J01DC02,cefuroxime
128903ATB,J01DC02,cefuroxime
129402ACH,J01DB01,cefalexin
130101ACH,J01DB09,cefradine
130105ACH,J01DB09,cefradine
163430APD,J01XX01,fosfomycin
193101ACH,J01DB01,cefalexin
193101ATB,J01DB01,cefalexin
536300ASY,J01CR02,amoxicillin and beta-lactamase inhibitor
534400ASY,J01CR02,amoxicillin and beta-lactamase inhibitor
534600ASY,J01CR02,amoxicillin and beta-lactamase inhibitor
534700ASY,J01CR02,amoxicillin and beta-lactamase inhibitor
534800ASY,J01CR02,amoxicillin and beta-lactamase inhibitor
535000ASY,J01CR02,amoxicillin and beta-lactamase inhibitor
535300ASY,J01CR02,amoxicillin and beta-lactamase inhibitor
535500ASY,J01CR02,amoxicillin and beta-lactamase inhibitor
310500ATB,J01CR02,amoxicillin and beta-lactamase inhibitor
310600ATB,J01CR02,amoxicillin and beta-lactamase inhibitor
310700ATB,J01CR02,amoxicillin and beta-lactamase inhibitor
440100ATB,J01CR02,amoxicillin and beta-lactamase inhibitor
462000ATB,J01CR02,amoxicillin and beta-lactamase inhibitor
467300ASS,J01CR02,amoxicillin and beta-lactamase inhibitor
467400ASS,J01CR02,amoxicillin and beta-lactamase inhibitor
380000ATB,J01CR02,amoxicillin and beta-lactamase inhibitor
452001ATB,A07AA11,rifaximin
474432AGN,J01DD17,cefcapene
474401ATB,J01DD17,cefcapene
474402ATB,J01DD17,cefcapene
589301ACH,J01CA01,ampicillin
589302ACH,J01CA01,ampicillin
134935ASY,J01FA09,clarithromycin
134937ASY,J01FA09,clarithromycin
134901ATB,J01FA09,clarithromycin
134904ATB,J01FA09,clarithromycin
134904ATR,J01FA09,clarithromycin
135401ACH,J01FF01,clindamycin
311000ATB,J01RA04,spiramycin and metronidazole
232801ATE,A07EC01,sulfasalazine
311500ATB,J01EE01,sulfamethoxazole and trimethoprim
155602ATB,J04AK02,ethambutol
178101ATB,J04AC01,isoniazid
220401ATB,J04AD01,protionamide
221201ATB,J04AK01,pyrazinamide
221202ATB,J04AK01,pyrazinamide
380200ATB,J04AM02,rifampicin and isoniazid
626901ATB,J04AK05,bedaquiline
631101ATB,J04AK06,delamanid
703201ATB,J04AK08,pretomanid
140501ATB,J04BA02,dapsone
102940ASY,J05AB01,aciclovir
102942ASY,J05AB01,aciclovir
102904ATB,J05AB01,aciclovir
102907ATB,J05AB01,aciclovir
102946ATC,J05AB01,aciclovir
134103ATB,J01MA02,ciprofloxacin
134105ATB,J01MA02,ciprofloxacin
157201ATB,J05AB09,famciclovir
157202ATB,J05AB09,famciclovir
159934ASY,J02AC01,fluconazole
159903ACH,J02AC01,fluconazole
159903ATB,J02AC01,fluconazole
159905ACH,J02AC01,fluconazole
159905ATB,J02AC01,fluconazole
175030ASY,J05AX05,inosine pranobex
175001ATB,J05AX05,inosine pranobex
179131ALQ,J02AC02,itraconazole
179101ACH,J02AC02,itraconazole
179101ATB,J02AC02,itraconazole
180902ATB,J05AF05,lamivudine
183201ATB,J01MA12,levofloxacin
183202ATB,J01MA12,levofloxacin
183203ATB,J01MA12,levofloxacin
183205ATB,J01MA12,levofloxacin
184901ATB,J01MA07,lomefloxacin
184903ATB,J01MA07,lomefloxacin
184904ATB,J01MA07,lomefloxacin
203901ATB,J01MA01,ofloxacin
203904ATB,J01MA01,ofloxacin
223601ACH,J05AP01,ribavirin
223604ACH,J05AP01,ribavirin
224401ATB,J05AE03,ritonavir
235747ATB,D01BA02,terbinafine
242201ATB,J01MA22,tosufloxacin
246701ATB,J05AB11,valaciclovir
358907ASS,J05AH02,oseltamivir
358908ASS,J05AH02,oseltamivir
358909ASS,J05AH02,oseltamivir
358901ACH,J05AH02,oseltamivir
358901APD,J05AH02,oseltamivir
358902ACH,J05AH02,oseltamivir
358902APD,J05AH02,oseltamivir
358903ACH,J05AH02,oseltamivir
358903APD,J05AH02,oseltamivir
380301ATB,J01MA14,moxifloxacin
420101ATB,J05AF06,abacavir
428901ATB,J01MA,Fluoroquinolones
442901ATB,J01MA15,gemifloxacin
456501ATB,J02AC03,voriconazole
459503ASY,J05AB14,valganciclovir
459501ATB,J05AB14,valganciclovir
486300ATB,J05AR10,lopinavir and ritonavir
493901ATB,J05AF07,tenofovir disoproxil
498702ATB,J05AE10,darunavir
498703ATB,J05AE10,darunavir
506301ATB,J05AJ01,raltegravir
506302ATB,J05AJ01,raltegravir
508901ATB,J05AG04,etravirine
513100ATB,J05AR01,zidovudine and lamivudine
517300ATB,J05AR02,lamivudine and abacavir
566230ASS,J02AC04,posaconazole
566202ATE,J02AC04,posaconazole
599900ATB,J05AR03,tenofovir disoproxil and emtricitabine
658300ATB,J05AR17,emtricitabine and tenofovir alafenamide
658400ATB,J05AR17,emtricitabine and tenofovir alafenamide
617801ATB,J05AG05,rilpivirine
655900ATB,J05AR18,"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat"
628601ATB,J05AJ03,dolutegravir
637101ATB,J01MA,Fluoroquinolones
641600ATB,J05AR13,"lamivudine, abacavir and dolutegravir"
644401ATB,J05AP08,sofosbuvir
645800ATB,J05AP51,sofosbuvir and ledipasvir
646700ATB,J05AR15,atazanavir and cobicistat
646906ASS,J05AH02,oseltamivir
646901ACH,J05AH02,oseltamivir
646902ACH,J05AH02,oseltamivir
646903ACH,J05AH02,oseltamivir
647600ATB,J05AR14,darunavir and cobicistat
664901ATB,J05AF07,tenofovir disoproxil
665001ATB,J05AF07,tenofovir disoproxil
665101ATB,J05AF07,tenofovir disoproxil
665201ATB,J05AF07,tenofovir disoproxil
665501ATB,J05AF07,tenofovir disoproxil
669700ATB,J05AP57,glecaprevir and pibrentasvir
676001ATB,J05AX18,letermovir
676002ATB,J05AX18,letermovir
676800ATB,J05AR20,"emtricitabine, tenofovir alafenamide and bictegravir"
686101ATB,J05AG06,doravirine
686500ATB,J05AR24,"lamivudine, tenofovir disoproxil and doravirine"
687400ATB,J05AR25,lamivudine and dolutegravir
707100ATB,J05AP55,sofosbuvir and velpatasvir
708100ATB,J05AP56,"sofosbuvir, velpatasvir and voxilaprevir"
716701ATB,J05AX10,maribavir
171701ATB,P01BA02,hydroxychloroquine
171702ATB,P01BA02,hydroxychloroquine
171703ATB,P01BA02,hydroxychloroquine
171704ATB,P01BA02,hydroxychloroquine
171705ATB,P01BA02,hydroxychloroquine
189101ATB,P01BC02,mefloquine
194101ATB,P01AB01,metronidazole
217701ATB,P01BA03,primaquine
239801ATB,P01AB02,tinidazole
239803ATB,P01AB02,tinidazole
439000ATB,P01BB51,proguanil and atovaquone
616200ATB,P01BF06,artesunate and pyronaridine
104303ATB,P02CA03,albendazole
216702ATB,P02BA01,praziquantel
113937APD,V08BA02,barium sulfate without suspending agents
113949APD,V08BA02,barium sulfate without suspending agents
499700AGN,V04CX,Other diagnostic agents
312800APD,A06AD65,"macrogol, combinations"
312900APD,A06AD65,"macrogol, combinations"
522500ALQ,A06AB58,"sodium picosulfate, combinations"
630800APD,A06AB58,"sodium picosulfate, combinations"
536800ASS,V08AA01,diatrizoic acid
616300APD,A06AD65,"macrogol, combinations"
676300APD,A06AD65,"macrogol, combinations"
682600APD,A06AD65,"macrogol, combinations"
634700ALQ,A06AD10,mineral salts in combination
634700APD,A06AD10,mineral salts in combination
656000ALQ,A06AD65,"macrogol, combinations"
376701ATB,V04CX05,13C-urea
166431ALQ,V04CA02,glucose
166433ALQ,V04CA02,glucose
166435ALQ,V04CA02,glucose
166430ALQ,V04CA02,glucose
166432ALQ,V04CA02,glucose
166434ALQ,V04CA02,glucose
137703ATB,R05DA04,codeine
144901ATR,N02AA08,dihydrocodeine
197301ATR,N02AA01,morphine
197302ATR,N02AA01,morphine
197305ATB,N02AA01,morphine
313400ACH,N02AJ09,codeine and other non-opioid analgesics
441102ATB,N02AA03,hydromorphone
518200ATB,N02AJ22,hydrocodone and paracetamol
518300ATB,N02AJ22,hydrocodone and paracetamol
158305ATC,N02AB03,fentanyl
158305ATL,N02AB03,fentanyl
158306ATC,N02AB03,fentanyl
158306ATL,N02AB03,fentanyl
158307ATC,N02AB03,fentanyl
158308ATC,N02AB03,fentanyl
158313ATC,N02AB03,fentanyl
158314ATC,N02AB03,fentanyl
158314ATL,N02AB03,fentanyl
158315ATC,N02AB03,fentanyl
158316ATC,N02AB03,fentanyl
158317ATC,N02AB03,fentanyl
158321ATL,N02AB03,fentanyl
158322ATL,N02AB03,fentanyl
158336ATL,N02AB03,fentanyl
158337ATL,N02AB03,fentanyl
158338ATL,N02AB03,fentanyl
359001ATR,N02AA05,oxycodone
359002ATB,N02AA05,oxycodone
359002ATR,N02AA05,oxycodone
359003ATB,N02AA05,oxycodone
359003ATR,N02AA05,oxycodone
359004ATB,N02AA05,oxycodone
359007ATR,N02AA05,oxycodone
517100ATR,N02AA55,oxycodone and naloxone
517200ATR,N02AA55,oxycodone and naloxone
564000ATR,N02AA55,oxycodone and naloxone
564100ATR,N02AA55,oxycodone and naloxone
667600ATR,N02AA55,oxycodone and naloxone
628401ATB,N02AX06,tapentadol
628401ATR,N02AX06,tapentadol
628402ATR,N02AX06,tapentadol
628404ATR,N02AX06,tapentadol
699601BIJ,N02CD03,fremanezumab
157030BIJ,N01AX07,etomidate
179531BIJ,N01AX03,ketamine
179530BIJ,N01AX03,ketamine
179532BIJ,N01AX03,ketamine
179533BIJ,N01AX03,ketamine
219830BIJ,N01AX10,propofol
219831BIJ,N01AX10,propofol
219832BIJ,N01AX10,propofol
219833BIJ,N01AX10,propofol
219834BIJ,N01AX10,propofol
219835BIJ,N01AX10,propofol
219836BIJ,N01AX10,propofol
219838BIJ,N01AX10,propofol
482201BIJ,N01AF03,thiopental
482202BIJ,N01AF03,thiopental
195230BIJ,N05CD08,midazolam
195231BIJ,N05CD08,midazolam
195232BIJ,N05CD08,midazolam
210630BIJ,N05CA01,pentobarbital
211830BIJ,N03AA02,phenobarbital
146830BIJ,N03AB02,phenytoin
229730BIJ,N03AG01,valproic acid
229731BIJ,N03AG01,valproic acid
229704BIJ,N03AG01,valproic acid
488501BIJ,N03AX14,levetiracetam
488534BIJ,N03AX14,levetiracetam
509330BIJ,N03AB05,fosphenytoin
509331BIJ,N03AB05,fosphenytoin
121130BIJ,N02AF01,butorphanol
121131BIJ,N02AF01,butorphanol
143535BIJ,M01AB05,diclofenac
143630BIJ,M01AB05,diclofenac
143631BIJ,M01AB05,diclofenac
171530BIJ,B03BA03,hydroxocobalamin
171531BIJ,B03BA03,hydroxocobalamin
179731BIJ,M01AE03,ketoprofen
180033BIJ,M01AB15,ketorolac
192132BIJ,L04AX03,methotrexate
192134BIJ,L04AX03,methotrexate
192136BIJ,L04AX03,methotrexate
192144BIJ,L04AX03,methotrexate
198930BIJ,N02AF02,nalbuphine
214031BIJ,M01AC01,piroxicam
214130BIJ,M01AC01,piroxicam
219401BIJ,N02BE05,propacetamol
242330BIJ,N02AX02,tramadol
242331BIJ,N02AX02,tramadol
454330BIJ,M01AE17,dexketoprofen
142930BIJ,N05BA01,diazepam
167930BIJ,N05AD01,haloperidol
168030BIJ,N05AD01,haloperidol
185530BIJ,N05BA06,lorazepam
185531BIJ,N05BA06,lorazepam
451506BIJ,N05AX12,aripiprazole
451507BIJ,N05AX12,aripiprazole
586430BIJ,N05AX13,paliperidone
586431BIJ,N05AX13,paliperidone
586432BIJ,N05AX13,paliperidone
586433BIJ,N05AX13,paliperidone
586434BIJ,N05AX13,paliperidone
586435BIJ,N05AX13,paliperidone
586436BIJ,N05AX13,paliperidone
586437BIJ,N05AX13,paliperidone
586438BIJ,N05AX13,paliperidone
586439BIJ,N05AX13,paliperidone
586440BIJ,N05AX13,paliperidone
106230BIJ,N04BB01,amantadine
138130BIJ,N07AX02,choline alfoscerate
429131BIJ,L03AX13,glatiramer acetate
558902BIJ,L04AG06,alemtuzumab
668101BIJ,M09AX07,nusinersen
683901BIJ,N02CD02,galcanezumab
695601BIJ,L04AC19,satralizumab
120131BIJ,N01BB01,bupivacaine
120130BIJ,N01BB01,bupivacaine
120132BIJ,N01BB01,bupivacaine
183933BIJ,N01BB02,lidocaine
183935BIJ,N01BB02,lidocaine
183939BIJ,N01BB02,lidocaine
183936BIJ,N01BB02,lidocaine
183930BIJ,N01BB02,lidocaine
190431BIJ,N01BB03,mepivacaine
190430BIJ,N01BB03,mepivacaine
218230BIJ,N01BA02,procaine
225031BIJ,N01BB09,ropivacaine
225033BIJ,N01BB09,ropivacaine
314000BIJ,N01BB52,"lidocaine, combinations"
314100BIJ,N01BB52,"lidocaine, combinations"
314300BIJ,N01BB52,"lidocaine, combinations"
314500BIJ,N01BB52,"lidocaine, combinations"
649800BIJ,N01BB52,"lidocaine, combinations"
450200BIJ,N01BB58,"articaine, combinations"
513200BIJ,N01BB58,"articaine, combinations"
111630BIJ,M03AC04,atracurium
192030BIJ,M03BA03,methocarbamol
192031BIJ,M03BA03,methocarbamol
217630BIJ,M03BX03,pridinol
224730BIJ,M03AC09,rocuronium bromide
224731BIJ,M03AC09,rocuronium bromide
234030BIJ,M03AB01,suxamethonium
247401BIJ,M03AC03,vecuronium
247402BIJ,M03AC03,vecuronium
359130BIJ,M03AC11,cisatracurium
359131BIJ,M03AC11,cisatracurium
167030BIJ,A03AB02,glycopyrronium bromide
200530BIJ,N07AA01,neostigmine
221430BIJ,N07AA02,pyridostigmine
111830BIJ,A03BA01,atropine
111831BIJ,A03BA01,atropine
133530BIJ,A03BB05,cimetropium bromide
133531BIJ,A03BB05,cimetropium bromide
172330BIJ,A03BB01,butylscopolamine
187630BIJ,A12CC02,magnesium sulfate
187631BIJ,A12CC02,magnesium sulfate
209130BIJ,A03AD01,papaverine
240330BIJ,A03AC05,tiropramide
314900BIJ,A03AX,Other drugs for functional gastrointestinal disorders
123030BIJ,S01EB02,carbachol
243340BIJ,S01BA05,triamcinolone
364501BIJ,S01LA01,verteporfin
541100BIJ,S01KA51,"hyaluronic acid, combinations"
530024BIJ,S01KA01,hyaluronic acid
530032BIJ,S01KA01,hyaluronic acid
530034BIJ,S01KA01,hyaluronic acid
729301BIJ,S01XA27,voretigene neparvovec
131830BIJ,R06AB04,chlorphenamine
139230BIJ,L04AD01,ciclosporin
174301BIJ,L04AA04,antithymocyte immunoglobulin (rabbit)
234230BIJ,L04AD02,tacrolimus
359401BIJ,L04AC02,basiliximab
520433BIJ,L04AC07,tocilizumab
520430BIJ,L04AC07,tocilizumab
520431BIJ,L04AC07,tocilizumab
520432BIJ,L04AC07,tocilizumab
615032BIJ,L04AC05,ustekinumab
615030BIJ,L04AC05,ustekinumab
615031BIJ,L04AC05,ustekinumab
621230BIJ,L04AB06,golimumab
621231BIJ,L04AB06,golimumab
621232BIJ,L04AB06,golimumab
642701BIJ,L04AG04,belimumab
642702BIJ,L04AG04,belimumab
644602BIJ,L04AC10,secukinumab
644603BIJ,L04AC10,secukinumab
667801BIJ,L04AC13,ixekizumab
670401BIJ,D11AH05,dupilumab
670402BIJ,D11AH05,dupilumab
670901BIJ,L04AC16,guselkumab
686202BIJ,L04AC18,risankizumab
686201BIJ,L04AC18,risankizumab
725701BIJ,D11AH07,tralokinumab
388801BIJ,V04CL,Tests for allergic diseases
572903BIJ,R03DX05,omalizumab
572904BIJ,R03DX05,omalizumab
572901BIJ,R03DX05,omalizumab
107330BIJ,R03DA05,aminophylline
121330BIJ,R07AB,Respiratory stimulants
144830BIJ,C01AA05,digoxin
148230BIJ,C01CA07,dobutamine
389000BIJ,C01CA07,dobutamine
399600BIJ,C01CA07,dobutamine
107430BIJ,C01BD01,amiodarone
154431BIJ,C07AB09,esmolol
154430BIJ,C07AB09,esmolol
101502BIJ,S01EC01,acetazolamide
163830BIJ,C03CA01,furosemide
180230BIJ,C07AG01,labetalol
180231BIJ,C07AG01,labetalol
201030BIJ,C08CA04,nicardipine
201031BIJ,C08CA04,nicardipine
201033BIJ,C08CA04,nicardipine
229330BIJ,C02DD01,nitroprusside
512430BIJ,B01AC21,treprostinil
512431BIJ,B01AC21,treprostinil
512432BIJ,B01AC21,treprostinil
211930BIJ,C01CA06,phenylephrine
145704BIJ,C08DB01,diltiazem
201302BIJ,C01DX16,nicorandil
201930BIJ,C08CA06,nimodipine
202632BIJ,C01DA02,glyceryl trinitrate
202633BIJ,C01DA02,glyceryl trinitrate
247630BIJ,C08DA01,verapamil
659501BIJ,C10AX13,evolocumab
674701BIJ,C10AX14,alirocumab
674702BIJ,C10AX14,alirocumab
100430BIJ,B01AC13,abciximab
100431BIJ,B01AC13,abciximab
103030BIJ,C01EB10,adenosine
103031BIJ,C01EB10,adenosine
105630BIJ,C01EA01,alprostadil
105631BIJ,C01EA01,alprostadil
105701BIJ,C01EA01,alprostadil
124530BIJ,A16AA01,levocarnitine
134631BIJ,N06BX06,citicoline
148731BIJ,C01CA04,dopamine
148732BIJ,C01CA04,dopamine
172830BIJ,C01EB16,ibuprofen
195730BIJ,C01CE02,milrinone
220630BIJ,V04CJ02,protirelin
223501BIJ,B01AD02,alteplase
223502BIJ,B01AD02,alteplase
240230BIJ,B01AC17,tirofiban
359532BIJ,B01AC,Platelet aggregation inhibitors excl. heparin
359632BIJ,B01AE03,argatroban
359633BIJ,B01AE03,argatroban
389400BIJ,C01CA04,dopamine
389500BIJ,C01CA04,dopamine
389700BIJ,C01CA04,dopamine
429500BIJ,C01CA04,dopamine
423930BIJ,B02AB05,ulinastatin
423931BIJ,B02AB05,ulinastatin
441430BIJ,C04AB01,phentolamine
627901BIJ,B06AC02,icatibant
199130BIJ,V03AB15,naloxone
199131BIJ,V03AB15,naloxone
199132BIJ,V03AB15,naloxone
516800BIJ,R07AB,Respiratory stimulants
559800BIJ,R07AB,Respiratory stimulants
101832BIJ,R05CB01,acetylcysteine
101831BIJ,R05CB01,acetylcysteine
101833BIJ,R05CB01,acetylcysteine
101836BIJ,R05CB01,acetylcysteine
106330BIJ,R05CB06,ambroxol
152430BIJ,R03CA02,ephedrine
178330BIJ,C01CA02,isoprenaline
186302BIJ,R07AA,Lung surfactants
186305BIJ,R07AA,Lung surfactants
186330BIJ,R07AA,Lung surfactants
186304BIJ,R07AA,Lung surfactants
474501BIJ,R07,OTHER RESPIRATORY SYSTEM PRODUCTS
651201BIJ,R03DX09,mepolizumab
669801BIJ,R03DX08,reslizumab
681301BIJ,R03DX10,benralizumab
133330BIJ,A02BA01,cimetidine
157302BIJ,A02BA03,famotidine
208801BIJ,A02BC02,pantoprazole
459401BIJ,A02BC05,esomeprazole
167330BIJ,A04AA02,granisetron
167331BIJ,A04AA02,granisetron
204630BIJ,A04AA01,ondansetron
204631BIJ,A04AA01,ondansetron
222630BIJ,A04AA,Serotonin (5HT3) antagonists
490030BIJ,A04AA05,palonosetron
490031BIJ,A04AA05,palonosetron
616001BIJ,A04AD12,aprepitant
142430BIJ,A11HA30,dexpanthenol
193730BIJ,A03FA01,metoclopramide
230202BIJ,H01CB01,somatostatin
141430BIJ,H01BA02,desmopressin
236030BIJ,H01BA04,terlipressin
236003BIJ,H01BA04,terlipressin
247330BIJ,H01BA01,vasopressin (argipressin)
348432BIJ,H01AC01,somatropin
348440BIJ,H01AC01,somatropin
348441BIJ,H01AC01,somatropin
348446BIJ,H01AC01,somatropin
348434BIJ,H01AC01,somatropin
348435BIJ,H01AC01,somatropin
348439BIJ,H01AC01,somatropin
348443BIJ,H01AC01,somatropin
348436BIJ,H01AC01,somatropin
348430BIJ,H01AC01,somatropin
348431BIJ,H01AC01,somatropin
348433BIJ,H01AC01,somatropin
348405BIJ,H01AC01,somatropin
348407BIJ,H01AC01,somatropin
348409BIJ,H01AC01,somatropin
723201BIJ,H01AC08,somatrogon
723202BIJ,H01AC08,somatrogon
151130BIJ,H05BA04,elcatonin
151131BIJ,H05BA04,elcatonin
439601BIJ,V04CJ01,thyrotropin
487502BIJ,H05AA02,teriparatide
646301BIJ,H05AA02,teriparatide
116530BIJ,H02AB01,betamethasone
142230BIJ,H02AB02,dexamethasone
142232BIJ,H02AB02,dexamethasone
152630BIJ,C01CA24,epinephrine
193601BIJ,H02AB04,methylprednisolone
193603BIJ,H02AB04,methylprednisolone
193604BIJ,H02AB04,methylprednisolone
